['urlkey', 'timestamp', 'original', 'mimetype', 'statuscode', 'digest', 'length']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.47', '20211009075501', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.47&r=stable', 'application/x-javascript', '200', 'IZL6J5CDW4ZNCWBHNCXCM4LYSGAUVOKJ', '144837']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.47', '20211010103325', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.47&r=stable', 'application/x-javascript', '200', 'O33DMMSVOJVO5OKZVKOLKH3P6X42M7BA', '144861']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.47', '20211011071303', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.47&r=stable', 'application/x-javascript', '200', '3EQI5JFWGXGNO6WWBUBSJ4FZGQU74ZRY', '145029']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.47', '20211012073449', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.47&r=stable', 'application/x-javascript', '200', 'JGWF2K7SPSM35IORCTKTM7MSURECX4J4', '144943']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.47', '20211013073433', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.47&r=stable', 'application/x-javascript', '200', 'JID26QZGSLIQ7OICHD2GZICDSHDDMW7H', '144937']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.47', '20211014073631', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.47&r=stable', 'application/x-javascript', '200', 'X32XQJXX5YIESKIYIMBE5CWFH5I3FL2M', '144802']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.47', '20211016074349', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.47&r=stable', 'application/x-javascript', '200', 'Q4QEJ6LQ3MS7S4OZ6HSPSAKZRUKRZPSD', '144896']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.47', '20211017061650', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.47&r=stable', 'application/x-javascript', '200', 'CSYRJ3K3AE52AEMSYGALQEJISE37F63N', '144945']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.47', '20211018072031', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.47&r=stable', 'application/x-javascript', '200', 'E3ZY4IERBA5XJHJQ36AHJAHFPFYNIOQE', '144778']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.47', '20211019065628', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.47&r=stable', 'application/x-javascript', '200', 'MU4SKOAXL3HTR6JOAX2UN62J3IGAWSWP', '144824']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.47', '20211020072354', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.47&r=stable', 'application/x-javascript', '200', 'XJW2WCYRGIWZ5Z5BEGNB7IMXQ4O2KYB6', '144997']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.47', '20211021064540', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.47&r=stable', 'application/x-javascript', '200', '4UZLIZTCNIGMVI4NSDZ26KHTCMPRRXAH', '144924']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.47', '20211022083928', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.47&r=stable', 'application/x-javascript', '200', 'YBZE3FOBSZB7DZDEK2BAN7O7J2PBGUPT', '144918']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.47', '20211023081120', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.47&r=stable', 'application/x-javascript', '200', 'S644JWR4AURN3QELHIW6VR4JAL32NDXY', '88255']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.47', '20211024071346', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.47&r=stable', 'application/x-javascript', '200', 'KYACXUDP4Z5TEY5WVDPA47CROV57LHCY', '88001']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.47', '20211026100114', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.47&r=stable', 'application/x-javascript', '200', 'WXKJVUZWW64QKDZGQUPD55UEC6HSYY7A', '88197']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.47', '20211027081953', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.47&r=stable', 'warc/revisit', '-', 'WXKJVUZWW64QKDZGQUPD55UEC6HSYY7A', '1328']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.47', '20211028090315', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.47&r=stable', 'application/x-javascript', '200', 'GGBZGVUXVUABSF53RZS6CUMVEXH2H2US', '89560']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20211029095059', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'K72IEHUOEJK33OPK5JHQO6BZDYQJ5Q5Z', '89550']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20211030124956', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', '6V7R6VIIU76KC3T7TNW3YKTEMTXW3KDI', '89559']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20211103114215', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', '2ZW6EBJJYFPINIIA5WRY6YH6P4TZCWRE', '89548']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20211105170936', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'FQDBU5VKZM7W3XRRGDBBT3JMWR4ENYTM', '89547']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20211105171804', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'P53I2QFR3EXRIJDN3EFNVXHET6O2SML6', '89727']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20211111083239', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'S7R4DJJA6RXMUNCVTPIEECDPEGJPMKR3', '89816']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20211112104140', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'J2364M6LHCHYBJNY24YRQLQZR6IOAQYU', '89557']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20211113072132', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'FRLD3XNJ4M45UVZ5Y7RRBUMVBT4JYWMD', '89562']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20211114093712', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'AFCT6KGIM2JXCCZN3HNDLMWDXKIKXVTG', '89400']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20211115083241', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', '46WQKDY3PQZVKMRV34O52GRLD6FEV3TS', '89434']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20211116115025', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'D7XOQDFR53YCN6EJSA5DZV76JNRGPK4L', '89613']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20211117115907', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', '4XWKKVJS42B3HYCRQ6OMOHPE6FGCMBAQ', '89614']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20211118130806', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'O7DLZD4NVC4DNQNMDE26UUYYYA6SSSXN', '89450']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20211119112808', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'DXSKG4CRG2RMXT3NX7IIZFABISIDSODH', '89465']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20211120104406', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'RGFNLVOVBX2H7ENDHEYZYFT4AWHVVWKA', '89481']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20211121091540', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'SUGY3Q46B6DWYLMHIOMATUTRHJYJHDQD', '89484']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20211123102956', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', '7JVNUOX5ADDNF734EMNOSUUXPEQEVYHC', '89475']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20211124084619', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'RWSO7Y2LZC5XN7ENWJ6XROBPP55IUCHB', '89689']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20211125092759', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'CLMEXVYWS7EIKA5UMBJKKUV4V3DXV7BC', '89618']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20211126102424', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'YVNJRT2K72A3MP64QB7HFUXALLXK4CSI', '89863']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20211127100748', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'LQWH7L43FM7SBWVREG3OGRRM4EYGFQI3', '89693']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20211128081630', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'BWXHTWWBTQB63PJ6GMN7NRLOX2GID7V4', '89877']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20211129092535', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'FZK3F4AKC3NS2BSPAJQ445NAH7L4WM6K', '89723']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20211130093135', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'TTGC6FAKARYSYQWKSPB4CXCOBD5OOMHL', '89723']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20211201133432', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'WAU7EXH44CM3OZKVB2QZ2PPBSXEWKFKN', '89883']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20211202100111', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'V6V5XXSUK3XSC6U7NS3S42KCGH6NMZIN', '89752']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20211203093937', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', '3OTF4WSBINJF7T55I4GSEXW4QEOGBVCD', '89745']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20211205085858', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'QDYFLDP6KXIX5G3JZW7F36W4TTDKRIQT', '89779']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20211206103217', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'HTJMR2KCZYEGPPRF7MFWKFGAU2LQ5QRS', '89793']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20211207081906', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'EMKP3B5CLQKMOMK4XK5Y5FGRIFKK5ETN', '89781']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20211207175249', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'GTST2XAZT5PWCGWUM42NFQUC6IUY7NTV', '91636']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20211208072421', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'B2CVVPUIQFKR36GGDNUHROC2WQQVNQ2E', '90011']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20211209100116', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'Z37G3DCTQUIKFE27GUNIZFPDJ6E6OVP2', '89823']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20211210080906', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'YY7MQKAJA3L4F4ZNRKMU3J2GX3YVJI57', '90015']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20211211092512', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'JJM4AU4KIPMOHSCLVHGASHMYZMOYWGRB', '89834']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20211212171718', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'KAPYM6THB7L44IRQ345UQ53GHNPQDFB6', '90240']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20211213085450', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'KAPYM6THB7L44IRQ345UQ53GHNPQDFB6', '90241']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20211214072526', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'warc/revisit', '-', 'KAPYM6THB7L44IRQ345UQ53GHNPQDFB6', '1350']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20211215065823', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'warc/revisit', '-', 'KAPYM6THB7L44IRQ345UQ53GHNPQDFB6', '1199']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20211216085907', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'GL25RYDLSWJAZ7N5XOGAO724L524ROQK', '90013']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20211217084216', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'BELMRBGXZRNVCM755UFEXJITJNQYF2ZP', '89824']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20211218081406', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'YXLYQX5WBDQ6OKEZRRUBKC3ZQZG2JB4H', '89833']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20211219090022', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'L2Q5VQ6KFW7EWRSOW37PO2TBAXAQ7U3E', '90016']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20211220075504', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'ZI437ONT3CFK4X2F3T5PHYPJPG2VOBCO', '90015']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20211221061953', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'DUQEABBZUIM7HVEJRF6SPC5GAO4XVGST', '90012']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20211222073120', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'SZSHYBYR75VJUTIATQPCCNSXURFX3FQG', '89567']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20211223092154', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'SZZRAGHVM4UDEP3RJA47VSNS5LYAH6AN', '89824']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20211224082536', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', '4F5MRTXZMEOT4B3424LOX6NZVNWIELTD', '89836']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20211225060552', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'UNONR4GKVWR4FSN2K2OITGFBB4D3PUL3', '89824']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20211226055656', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'D27TYBMJNMREJSB6PQM3IRM7KNJYNNPO', '90009']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20211227083952', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'KRTTNLMH6QXSBRA5WJ4LUFMYV5DWO4RJ', '89848']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20211228090254', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', '6IMXK5SDGGJP4SXH4KC35K5RK4HEFKVY', '89836']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20211228094444', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'SOMIAW6D4CJUD4IIJGP4TEQ3GM2AXOHR', '89846']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20211229064840', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'NNKNVMNCC4BGFWGWBRBZXTMIG4LC7NPT', '89880']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20211230064440', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'VHJ73V3TOKNV3JA4XQFE4MD56EKZBEPH', '89567']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20211231064932', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'TBXEFLJD2S552AB63RXBCC2BE6GBABXG', '89917']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20220101064357', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'OP2TZNKBSKRCD57LX732XPN6WQJVQLUT', '89595']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20220102062520', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', '2TMGRD2CLCORWLM6KUS6QG5QO3ZWHJEC', '89871']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20220103064153', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'A7CKAO2WNBNMAWQ6Y2RKQCHPD4XSH6S3', '90060']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20220104074620', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'GUJ5ZDYOOVIRGWIALUFFSS256C77WLKW', '89949']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20220104084907', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'RJ2NFHK7XMOY4SZHYW2MAZZX7UDGSSDI', '89909']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20220105064426', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', '6JSA5653MQEUINQ6ULS4XSW7R3ZDUHXY', '90093']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20220106071451', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', '3UYZSMENSACWKIOZFEEDUJOKY3XQQ2RP', '89921']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20220107083225', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'JPJFWILMYLX3GCOZ27WJBSUJZYMUT3PY', '90082']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20220108075015', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'LGRDQMJKTJYJAVVPXE4KOBRJBMTGGXLS', '89917']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20220109090551', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'TQ2FVETWQQAVNTBVXU54Y2CYBUHV474I', '89906']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20220110084109', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'MHMAO7ILWYDGXQQJZRBYGVFPT2XXE4ZG', '89649']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20220111091933', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'CAABSRNYAEMQJEYVCYW2G6LZTCMZIU2S', '89906']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20220112083455', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', '77PAPPO3PIHUKHDK3OEX5WLGNHEA7A5P', '89919']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20220113091536', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'WTHKQ2BVXUZ3IFC6MS76VT4HWQ3ABFGN', '89869']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20220114073657', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', '3XQVB5Q3A3PUSY4PXCAKXQPHWAD3BK5M', '90048']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20220115075115', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'FHG4ZNUQEIUQRYFJHY5UT532S4NBGFBZ', '89880']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20220116072005', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'HSLNUQ76TA6QSRKRVEVT3MK4MFFFKWCP', '90059']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20220117070314', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'CSELMRRSXX2SJRSIDJAHOSI3OWTVNRWG', '89609']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.48', '20220118071637', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.48&r=stable', 'application/x-javascript', '200', 'FEIN3QRIEJRRZ4AOA7CXBJXABOPCR7IE', '90046']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.49', '20220119082208', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.49&r=stable', 'application/x-javascript', '200', '6NGRRJ5TRIXESPMMGKAAQINHQJYRN2CM', '90497']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.49', '20220120071855', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.49&r=stable', 'application/x-javascript', '200', 'JOIFYZDVYZ2DHIRMIPM4MF7MMEA4ADJM', '90216']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.49', '20220121083652', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.49&r=stable', 'application/x-javascript', '200', 'J2URN5TL3HGRNATSPCE3EIG7OW5QWLNV', '90212']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.49', '20220122085217', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.49&r=stable', 'application/x-javascript', '200', 'NR6PA62XACSYOJXVNGQZG36LWLFIYTNM', '90212']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.49', '20220123074131', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.49&r=stable', 'application/x-javascript', '200', 'LOJKHS3ULRESYI4SHDHT3P54HYMJAROB', '90289']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.49', '20220124080425', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.49&r=stable', 'application/x-javascript', '200', 'XXZDSFWJG7Z7W6QXGMPMGZ4JJPDIDMRW', '90212']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.5', '20191014081039', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.5&r=stable', 'application/x-javascript', '200', '2FPX52XTGAZSQAGUCTG3RT7RHLJW5QDT', '66662']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.5', '20191028203551', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.5&r=stable', 'application/x-javascript', '200', 'MKE4RWJELNAWGFGDTYQEOPWOSYZRZ2BR', '66318']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.5', '20191029002801', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.5&r=stable', 'application/x-javascript', '200', 'MKE4RWJELNAWGFGDTYQEOPWOSYZRZ2BR', '66317']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.51', '20220125072655', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.51&r=stable', 'application/x-javascript', '200', 'LBJFVQNIXXZLMUJ7PCSDYTXP7MU3WXQP', '90240']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.51', '20220125092530', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.51&r=stable', 'application/x-javascript', '200', 'RVI32WCXPTNULZGA5SVNQCW3TS2KZGUO', '90243']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.51', '20220126121757', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.51&r=stable', 'application/x-javascript', '200', 'JH5GUX5K3HEQQSQOVXI4RG5MCN6J7OJZ', '90243']
