['urlkey', 'timestamp', 'original', 'mimetype', 'statuscode', 'digest', 'length']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.27', '20201007185444', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.27&r=stable', 'warc/revisit', '-', 'HLQPY6EN6SHA5NBTJVV74SQC5KMHQYML', '1174']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.27', '20201008185729', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.27&r=stable', 'warc/revisit', '-', 'HLQPY6EN6SHA5NBTJVV74SQC5KMHQYML', '1173']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.27', '20201009191958', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.27&r=stable', 'application/x-javascript', '200', 'EJ6I2GDRL5BUDUOLLMPBVFFDCDV3RTA4', '70028']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.27', '20201010200920', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.27&r=stable', 'warc/revisit', '-', 'EJ6I2GDRL5BUDUOLLMPBVFFDCDV3RTA4', '932']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.27', '20201011193214', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.27&r=stable', 'application/x-javascript', '200', 'TCSY26PJN4ZPDPMSZ4W6TB6F7QGFYEX7', '69637']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.27', '20201012192428', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.27&r=stable', 'application/x-javascript', '200', 'AH42DWV7IOL5JVNPJPI5DT75W7JENOE7', '69698']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.27', '20201013190510', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.27&r=stable', 'application/x-javascript', '200', 'CXABMQPQYSYUHEQHOB3FEJIC43J4MFSY', '70010']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.27', '20201014223004', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.27&r=stable', 'warc/revisit', '-', 'CXABMQPQYSYUHEQHOB3FEJIC43J4MFSY', '1239']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.27', '20201015211213', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.27&r=stable', 'warc/revisit', '-', 'CXABMQPQYSYUHEQHOB3FEJIC43J4MFSY', '1176']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.27', '20201016202104', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.27&r=stable', 'warc/revisit', '-', 'CXABMQPQYSYUHEQHOB3FEJIC43J4MFSY', '929']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.27', '20201017195108', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.27&r=stable', 'warc/revisit', '-', 'CXABMQPQYSYUHEQHOB3FEJIC43J4MFSY', '1235']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.27', '20201018194835', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.27&r=stable', 'warc/revisit', '-', 'AH42DWV7IOL5JVNPJPI5DT75W7JENOE7', '1175']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.27', '20201020204211', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.27&r=stable', 'warc/revisit', '-', 'AH42DWV7IOL5JVNPJPI5DT75W7JENOE7', '1242']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.27', '20201022182758', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.27&r=stable', 'warc/revisit', '-', 'AH42DWV7IOL5JVNPJPI5DT75W7JENOE7', '1174']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.27', '20201024202044', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.27&r=stable', 'warc/revisit', '-', 'AH42DWV7IOL5JVNPJPI5DT75W7JENOE7', '1238']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.27', '20201025195224', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.27&r=stable', 'warc/revisit', '-', 'AH42DWV7IOL5JVNPJPI5DT75W7JENOE7', '1175']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.27', '20201028190455', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.27&r=stable', 'warc/revisit', '-', 'CXABMQPQYSYUHEQHOB3FEJIC43J4MFSY', '1210']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.27', '20201030191222', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.27&r=stable', 'warc/revisit', '-', 'AH42DWV7IOL5JVNPJPI5DT75W7JENOE7', '905']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.27', '20201031184249', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.27&r=stable', 'warc/revisit', '-', 'AH42DWV7IOL5JVNPJPI5DT75W7JENOE7', '1210']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.27', '20201101205049', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.27&r=stable', 'warc/revisit', '-', 'AH42DWV7IOL5JVNPJPI5DT75W7JENOE7', '905']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.27', '20201102200436', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.27&r=stable', 'warc/revisit', '-', 'AH42DWV7IOL5JVNPJPI5DT75W7JENOE7', '904']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.27', '20201103200055', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.27&r=stable', 'warc/revisit', '-', 'AH42DWV7IOL5JVNPJPI5DT75W7JENOE7', '903']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.27', '20201104202111', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.27&r=stable', 'warc/revisit', '-', 'CXABMQPQYSYUHEQHOB3FEJIC43J4MFSY', '905']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.27', '20201105201143', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.27&r=stable', 'warc/revisit', '-', 'CXABMQPQYSYUHEQHOB3FEJIC43J4MFSY', '1206']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.27', '20201106185405', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.27&r=stable', 'warc/revisit', '-', 'CXABMQPQYSYUHEQHOB3FEJIC43J4MFSY', '1144']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.27', '20201108201446', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.27&r=stable', 'application/x-javascript', '200', 'JZXHT6NUILXMJU6TG6LIPTPI5F67HAQX', '69985']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.27', '20201110184618', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.27&r=stable', 'warc/revisit', '-', 'JZXHT6NUILXMJU6TG6LIPTPI5F67HAQX', '1246']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.27', '20201111210822', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.27&r=stable', 'warc/revisit', '-', 'JZXHT6NUILXMJU6TG6LIPTPI5F67HAQX', '933']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.28', '20201113220449', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.28&r=stable', 'application/x-javascript', '200', '73UEUUUGM4MGLFYMWJWLQE7UG546H57J', '69807']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.28', '20201115194815', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.28&r=stable', 'warc/revisit', '-', '73UEUUUGM4MGLFYMWJWLQE7UG546H57J', '1176']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.28', '20201117193312', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.28&r=stable', 'warc/revisit', '-', '73UEUUUGM4MGLFYMWJWLQE7UG546H57J', '1177']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.28', '20201119190102', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.28&r=stable', 'warc/revisit', '-', '73UEUUUGM4MGLFYMWJWLQE7UG546H57J', '1178']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.28', '20201120195941', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.28&r=stable', 'application/x-javascript', '200', '25PCJEJ5VNCH4AN6BCHBA3BILDDMQMSI', '69374']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.29', '20201121193628', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.29&r=stable', 'application/x-javascript', '200', 'IE5PLI5UPANHE64N25NSOBZYKCCX6RHU', '69832']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.29', '20201123192319', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.29&r=stable', 'warc/revisit', '-', 'IE5PLI5UPANHE64N25NSOBZYKCCX6RHU', '1191']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.29', '20201124214041', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.29&r=stable', 'warc/revisit', '-', 'IE5PLI5UPANHE64N25NSOBZYKCCX6RHU', '1190']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.29', '20201128192106', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.29&r=stable', 'warc/revisit', '-', 'IE5PLI5UPANHE64N25NSOBZYKCCX6RHU', '1187']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.29', '20201129195325', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.29&r=stable', 'warc/revisit', '-', 'IE5PLI5UPANHE64N25NSOBZYKCCX6RHU', '1259']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.29', '20201130203159', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.29&r=stable', 'warc/revisit', '-', 'IE5PLI5UPANHE64N25NSOBZYKCCX6RHU', '1258']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.29', '20201201202551', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.29&r=stable', 'warc/revisit', '-', 'IE5PLI5UPANHE64N25NSOBZYKCCX6RHU', '1254']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.29', '20201204185136', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.29&r=stable', 'application/x-javascript', '200', '2IZR64WXQGMVL37UF7C6X77P7Q45QEKD', '69913']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.29', '20201207202223', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.29&r=stable', 'application/x-javascript', '200', 'WUU5SLP44V7H5UZ2ZUPYYXPDMHDTBFUC', '69843']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.29', '20201208184818', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.29&r=stable', 'warc/revisit', '-', 'WUU5SLP44V7H5UZ2ZUPYYXPDMHDTBFUC', '1192']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.29', '20201209200555', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.29&r=stable', 'warc/revisit', '-', 'WUU5SLP44V7H5UZ2ZUPYYXPDMHDTBFUC', '1189']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.30', '20201210193445', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.30&r=stable', 'warc/revisit', '-', 'WUU5SLP44V7H5UZ2ZUPYYXPDMHDTBFUC', '1211']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.30', '20201212184622', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.30&r=stable', 'warc/revisit', '-', 'WUU5SLP44V7H5UZ2ZUPYYXPDMHDTBFUC', '1218']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.30', '20201213210709', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.30&r=stable', 'warc/revisit', '-', 'WUU5SLP44V7H5UZ2ZUPYYXPDMHDTBFUC', '1216']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.30', '20201214194420', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.30&r=stable', 'warc/revisit', '-', 'WUU5SLP44V7H5UZ2ZUPYYXPDMHDTBFUC', '1278']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.30', '20201215184210', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.30&r=stable', 'warc/revisit', '-', 'WUU5SLP44V7H5UZ2ZUPYYXPDMHDTBFUC', '1398']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.30', '20201216195553', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.30&r=stable', 'warc/revisit', '-', 'WUU5SLP44V7H5UZ2ZUPYYXPDMHDTBFUC', '1215']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.30', '20201217201902', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.30&r=stable', 'application/x-javascript', '200', 'SVPJG7VLTCFVNS5VJQYIG4GNUZREOQRC', '70545']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.30', '20201218201011', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.30&r=stable', 'warc/revisit', '-', 'SVPJG7VLTCFVNS5VJQYIG4GNUZREOQRC', '1400']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.30', '20201219184451', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.30&r=stable', 'warc/revisit', '-', 'SVPJG7VLTCFVNS5VJQYIG4GNUZREOQRC', '978']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.30', '20201220190712', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.30&r=stable', 'application/x-javascript', '200', 'NKCPFTJ3TNXQOR7SBGNRBSTX5MJZW3QC', '70051']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.30', '20201221191324', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.30&r=stable', 'application/x-javascript', '200', 'EO6U6ICDKDZZQVUYTQ6UY65WFJPSPIQN', '70131']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.31', '20201222191932', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.31&r=stable', 'application/x-javascript', '200', 'LIWU6FLBMENAZYYZLSOZ3IQ7DLHC6S4Q', '70584']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.31', '20201223195644', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.31&r=stable', 'application/x-javascript', '200', 'WFMOIP7CL3LM4UBUUUNQCSFP3DDYNWUY', '70276']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.31', '20201224195732', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.31&r=stable', 'warc/revisit', '-', 'LIWU6FLBMENAZYYZLSOZ3IQ7DLHC6S4Q', '1217']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.31', '20201225200010', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.31&r=stable', 'warc/revisit', '-', 'WFMOIP7CL3LM4UBUUUNQCSFP3DDYNWUY', '1401']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.31', '20201226193312', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.31&r=stable', 'warc/revisit', '-', 'WFMOIP7CL3LM4UBUUUNQCSFP3DDYNWUY', '1397']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.31', '20201227201221', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.31&r=stable', 'warc/revisit', '-', 'WFMOIP7CL3LM4UBUUUNQCSFP3DDYNWUY', '1216']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.31', '20201228194220', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.31&r=stable', 'warc/revisit', '-', 'WFMOIP7CL3LM4UBUUUNQCSFP3DDYNWUY', '1211']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.31', '20201229182620', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.31&r=stable', 'application/x-javascript', '200', '3JNVHHJLBUGWO53IWJLVFQ2SGO7Z7JGN', '71084']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.31', '20201230201600', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.31&r=stable', 'application/x-javascript', '200', '2D2FMI37OFOXW3I5C3WHAYUVON63JAEE', '70859']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.31', '20201231193350', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.31&r=stable', 'warc/revisit', '-', '2D2FMI37OFOXW3I5C3WHAYUVON63JAEE', '1213']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.33', '20210412075334', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.33&r=stable', 'application/x-javascript', '200', 'FCKYBMRWNG5XQ6ZBIYULJHULDWW2ANRG', '72320']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.39', '20210414070817', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.39&r=stable', 'application/x-javascript', '200', 'VLFJKXNEU4ZKPJVPO3RM4BYJR4NUTABX', '75866']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.39', '20210417091452', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.39&r=stable', 'application/x-javascript', '200', 'JQSO3UKJJ5DPTDCHSYSLQJUTL7BHXXUV', '76076']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.39', '20210419075123', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.39&r=stable', 'application/x-javascript', '200', 'RAGQY3LDOY2N44QFY4VMHWS7JBTTHXGN', '76071']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.39', '20210426072401', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.39&r=stable', 'application/x-javascript', '200', '4FTYNXQKEFVPUL6OVADYVJESDS5PXIWQ', '76064']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.39', '20210427175252', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.39&r=stable', 'application/x-javascript', '200', 'D5A5XOBN26LGDAGQWFFWRJHEVSFGY55D', '76222']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.39', '20210501081619', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.39&r=stable', 'application/x-javascript', '200', 'KLGNQSLWVKRYCIZH3OFEBB3ZAT3PZUYG', '76207']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.39', '20210503072841', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.39&r=stable', 'application/x-javascript', '200', 'ZPQ6ZYQPOC3LHAMJY5QNCKZPCLJFFPTE', '76292']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.39', '20210504070256', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.39&r=stable', 'application/x-javascript', '200', 'KMQ6BWTCEK32ULBTQJQPLZDX4O32EA33', '75955']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.39', '20210508065741', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.39&r=stable', 'application/x-javascript', '200', 'NDNVSXRZWQV35DMT4JCVXAOCULGN36ID', '76309']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.39', '20210510082552', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.39&r=stable', 'application/x-javascript', '200', 'H7LVGXLLRSZUKFYF5LKECEIG6WX23ZDG', '76231']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.39', '20210513100550', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.39&r=stable', 'application/x-javascript', '200', 'B42GZHPANAMCUHYLOOSARXY5XWSWGS3X', '76240']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.4', '20200618145750', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.4&r=stable', 'application/x-javascript', '200', 'ZHSMXM44A2UHENEDY5LCWAKRPEX2HS4X', '102502']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.40', '20210523052406', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.40&r=stable', 'application/x-javascript', '200', 'BCMNNECXFZLELT27NWCCKPU2QI63Y5XZ', '76491']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.40', '20210525144228', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.40&r=stable', 'application/x-javascript', '200', 'RT4JKPSKMGIF2O7XKZCGJCGQH6B4YYRH', '76039']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.40', '20210526113217', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.40&r=stable', 'application/x-javascript', '200', 'YJUU6YIH3NXW3FAWIGR22NQTL6ZRPURX', '76325']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.40', '20210527103336', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.40&r=stable', 'application/x-javascript', '200', 'TX5X235RKC4AV3GDPOZNY3S6KRINX4LJ', '76452']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.40', '20210528074300', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.40&r=stable', 'application/x-javascript', '200', '3F55CA6NPCXS3EEUAGJRMMEZ4WKJFF2I', '76452']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.40', '20210529115320', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.40&r=stable', 'application/x-javascript', '200', 'OAZH6X63U72GWVFWB2RKC7YOMTEIENN5', '76633']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.40', '20210530080656', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.40&r=stable', 'application/x-javascript', '200', 'NFNJ2ZOUPEKC7IJ4E3O3XIQTX2R7SL23', '76455']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.40', '20210531094559', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.40&r=stable', 'application/x-javascript', '200', 'YHRCXOP5L3NQO3NZ7NZNQNPYGE6VEW5O', '76535']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.40', '20210602083012', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.40&r=stable', 'application/x-javascript', '200', 'Z6AZR3HSKMVJJNKJUQTAV3Z2FOYKTM7N', '76185']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.40', '20210603072914', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.40&r=stable', 'warc/revisit', '-', 'Z6AZR3HSKMVJJNKJUQTAV3Z2FOYKTM7N', '1319']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.40', '20210604063158', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.40&r=stable', 'application/x-javascript', '200', 'JNEPLMV2WB6JOQNJHFCEJMNUMBJGM3HZ', '76451']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.40', '20210605065353', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.40&r=stable', 'application/x-javascript', '200', 'BYDBVEGMEFKQKMNCBEO2VQC5ZP2P3BI6', '76617']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.40', '20210607062029', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.40&r=stable', 'application/x-javascript', '200', '3FTPCJQYKWQ7ODNJZZWE6AXUXK6J3HTS', '76466']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.40', '20210608070605', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.40&r=stable', 'application/x-javascript', '200', 'PCDYI62MBH6GF4VLZXM3LKGU3ZIFVCPX', '76619']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.41', '20210610060805', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.41&r=stable', 'application/x-javascript', '200', 'TQJA5A2YVPJYYIMFSI2WTULD7OKJZ2O2', '76793']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.41', '20210611055727', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.41&r=stable', 'application/x-javascript', '200', 'CHEWBQPVF2FGJXKLF463RV5JVSTUZL6G', '76954']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.41', '20210612074631', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.41&r=stable', 'application/x-javascript', '200', 'KBL6DO3Y7DRURSDONBXOMS5TNM2FJUKM', '76798']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.41', '20210613061348', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.41&r=stable', 'application/x-javascript', '200', 'PTFDA7RZMORER5234GYGSMONDKLL55CJ', '76865']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.41', '20210614070903', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.41&r=stable', 'warc/revisit', '-', 'KBL6DO3Y7DRURSDONBXOMS5TNM2FJUKM', '1179']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.41', '20210615063927', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.41&r=stable', 'application/x-javascript', '200', 'YDRXRV2MHCQYWUPWVM3DKENMFFTSOMY5', '76801']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.41', '20210617062123', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.41&r=stable', 'warc/revisit', '-', 'PTFDA7RZMORER5234GYGSMONDKLL55CJ', '972']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.41', '20210618064453', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.41&r=stable', 'application/x-javascript', '200', 'XYNHXRP3UYE5RAY4Y6JFWBBTLEYV5PG6', '77107']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.41', '20210619073621', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.41&r=stable', 'application/x-javascript', '200', 'EKXVXEXSNRNAD7H7THI3AWRCS5445MT6', '76942']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.41', '20210620060716', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.41&r=stable', 'application/x-javascript', '200', 'CBA5TDZYN5HLOU6BWQ5ZXUAJKDDQBWJM', '77108']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.41', '20210621061406', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.41&r=stable', 'application/x-javascript', '200', 'OM2FVHILHCXX35P446ZZXXOACAS2TQDB', '77095']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.41', '20210622065859', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.41&r=stable', 'application/x-javascript', '200', 'W6R3UPOVE6QRCSX2WUIJUVVR2TGVRZLH', '76932']
['net,facebook,connect)/signals/config/1264059003707256?r=stable&v=2.9.41', '20210623083436', 'https://connect.facebook.net/signals/config/1264059003707256?v=2.9.41&r=stable', 'application/x-javascript', '200', 'VBKMA66GRY6M7PIE7AMK53NV3IPZ4FAL', '77035']
